date,temp_celsius,rainfall_mm,humidity_percent
2022-05-02,22.2,0.0,57
2022-05-03,22.8,0.0,62
2022-05-04,23.5,0.0,66
2022-05-05,23.9,0.0,75
2022-05-06,24.6,0.3,81
2022-05-07,25.7,1.1,85
2022-05-08,25.9,2.7,85
2022-05-09,26.3,8.3,86
2022-05-10,26.6,24.5,90
2022-05-11,27.7,8.2,87
2022-05-12,26.8,16.6,90
2022-05-13,26.8,32.5,86
2022-05-14,25.8,2.9,83
2022-05-15,24.8,7.5,79
2022-05-16,21.6,1.3,69
2022-05-17,23.1,0.0,68
2022-05-18,23.9,0.0,78
2022-05-19,25.4,0.3,82
2022-05-20,25.9,5.6,87
2022-05-21,24.8,8.6,93
2022-05-22,25.1,24.1,92
2022-05-23,25.5,35.5,93
2022-05-24,24.8,25.0,92
2022-05-25,26.8,8.2,88
2022-05-26,27.6,3.5,89
2022-05-27,26.8,24.5,91
2022-05-28,27.1,34.1,90
2022-05-29,28.0,9.2,88
2022-05-30,27.3,22.7,90
2022-05-31,26.5,4.4,88
2022-06-01,28.1,0.8,87
2022-06-02,29.2,5.6,84
2022-06-03,30.4,0.1,76
2022-06-04,31.1,0.1,70
2022-06-05,30.4,0.4,75
2022-06-06,27.5,3.1,84
2022-06-07,26.8,16.5,88
2022-06-08,27.3,21.3,89
2022-06-09,27.4,13.6,89
2022-06-10,29.3,9.6,85
2022-06-11,26.8,21.6,93
2022-06-12,29.7,1.3,83
2022-06-13,29.9,55.0,78
2022-06-14,26.6,18.9,88
2022-06-15,27.1,5.4,86
2022-06-16,28.5,18.2,85
2022-06-17,30.5,0.0,74
2022-06-18,31.2,0.0,68
2022-06-19,31.3,0.0,66
2022-06-20,31.8,0.0,66
2022-06-21,31.8,0.0,67
2022-06-22,31.0,10.1,71
2022-06-23,28.6,27.9,84
2022-06-24,29.8,0.6,78
2022-06-25,29.6,0.0,75
2022-06-26,30.0,0.8,76
2022-06-27,31.5,0.0,71
2022-06-28,31.7,0.3,71
2022-06-29,29.1,5.2,83
2022-06-30,27.4,22.3,86
2022-07-01,27.9,5.2,85
2022-07-02,29.3,25.8,85
2022-07-03,30.0,22.6,82
2022-07-04,30.3,15.6,82
2022-07-05,29.5,30.9,88
2022-07-06,28.4,12.5,87
2022-07-07,27.5,18.3,90
2022-07-08,27.2,10.4,87
2022-07-09,27.3,14.6,87
2022-07-10,27.8,6.7,86
2022-07-11,28.3,16.6,86
2022-07-12,28.1,8.4,85
2022-07-13,27.7,5.6,88
2022-07-14,27.6,4.5,87
2022-07-15,28.4,1.8,85
2022-07-16,30.0,0.5,80
2022-07-17,31.4,0.2,78
2022-07-18,31.7,22.5,76
2022-07-19,30.1,0.1,83
2022-07-20,28.4,13.0,85
2022-07-21,27.2,23.2,88
2022-07-22,26.8,7.5,88
2022-07-23,28.2,1.2,84
2022-07-24,29.5,0.0,81
2022-07-25,29.5,0.0,79
2022-07-26,29.3,0.0,80
2022-07-27,29.4,0.0,80
2022-07-28,29.8,0.0,78
2022-07-29,29.8,0.1,79
2022-07-30,28.0,27.0,89
2022-07-31,27.7,19.6,88
2022-08-01,27.9,14.6,87
2022-08-02,28.9,0.9,84
2022-08-03,29.7,0.3,81
2022-08-04,29.8,3.0,83
2022-08-05,27.3,17.6,89
2022-08-06,26.0,33.2,92
2022-08-07,26.3,13.4,91
2022-08-08,27.1,8.7,88
2022-08-09,27.3,12.6,87
2022-08-10,27.9,13.2,86
2022-08-11,25.9,71.8,93
2022-08-12,25.1,40.3,95
2022-08-13,26.9,4.2,90
2022-08-14,27.7,8.9,87
2022-08-15,28.2,2.1,86
2022-08-16,29.1,0.8,84
2022-08-17,28.7,7.3,86
2022-08-18,29.0,0.7,85
2022-08-19,29.2,5.7,86
2022-08-20,26.8,28.2,90
2022-08-21,26.5,17.3,90
2022-08-22,28.3,2.0,85
2022-08-23,29.1,2.8,87
2022-08-24,29.1,9.1,86
2022-08-25,28.2,69.1,90
2022-08-26,27.3,87.8,89
2022-08-27,28.4,12.1,81
2022-08-28,29.3,1.1,83
2022-08-29,29.3,0.8,83
2022-08-30,29.4,0.0,80
2022-08-31,29.4,0.1,81
2022-09-01,26.9,16.5,88
2022-09-02,28.5,2.9,82
2022-09-03,28.6,10.2,83
2022-09-04,27.5,30.7,84
2022-09-05,28.8,0.0,72
2022-09-06,28.6,0.0,74
2022-09-07,27.6,17.9,82
2022-09-08,25.0,34.6,94
2022-09-09,25.2,29.8,92
2022-09-10,26.6,18.6,86
2022-09-11,27.4,4.8,84
2022-09-12,26.7,7.4,88
2022-09-13,28.2,0.1,81
2022-09-14,28.4,0.0,81
2022-09-15,28.1,10.3,84
2022-09-16,26.6,29.5,92
2022-09-17,26.4,19.6,91
2022-09-18,28.3,0.4,85
2022-09-19,29.2,0.0,80
2022-09-20,28.9,0.3,82
2022-09-21,26.1,31.3,90
2022-09-22,24.9,27.7,93
2022-09-23,26.5,1.4,85
2022-09-24,26.0,12.0,85
2022-09-25,25.2,20.4,89
2022-09-26,27.0,0.3,85
2022-09-27,28.1,0.1,78
2022-09-28,25.8,20.8,82
2022-09-29,25.0,25.4,90
2022-09-30,25.4,25.3,91
2022-10-01,24.4,45.2,96
2022-10-02,25.4,17.4,91
2022-10-03,25.8,4.5,87
2022-10-04,26.5,4.3,87
2022-10-05,26.5,2.0,87
2022-10-06,27.0,0.6,84
2022-10-07,25.4,3.7,89
2022-10-08,25.0,7.7,83
2022-10-09,23.9,28.1,82
2022-10-10,21.9,0.0,63
2022-10-11,21.8,0.0,66
2022-10-12,22.5,0.0,66
2022-10-13,22.7,0.0,68
2022-10-14,23.1,0.0,61
2022-10-15,23.6,0.0,56
2022-10-16,23.9,0.0,64
2022-10-17,24.8,0.0,55
2022-10-18,24.1,0.0,48
2022-10-19,20.4,0.6,57
2022-10-20,18.3,14.0,88
2022-10-21,20.4,8.6,91
2022-10-22,24.6,0.0,82
2022-10-23,26.0,0.0,78
2022-10-24,25.9,0.3,78
2022-10-25,25.4,0.5,81
2022-10-26,25.0,1.7,85
2022-10-27,25.5,0.0,79
2022-10-28,25.3,0.1,79
2022-10-29,24.6,0.0,77
2022-10-30,24.7,0.0,71
2022-10-31,24.3,0.0,57
2022-11-01,22.7,0.0,61
2022-11-02,21.8,0.0,65
2022-11-03,22.1,0.0,69
2022-11-04,23.3,0.0,69
2022-11-05,22.8,0.0,71
2022-11-06,22.0,0.0,75
2022-11-07,22.4,0.0,80
2022-11-08,23.0,0.1,78
2022-11-09,23.5,0.0,79
2022-11-10,24.0,0.2,83
2022-11-11,24.6,1.0,84
2022-11-12,25.4,0.6,82
2022-11-13,25.0,1.6,83
2022-11-14,25.1,0.3,83
2022-11-15,25.2,0.8,84
2022-11-16,25.7,2.8,84
2022-11-17,25.9,1.7,83
2022-11-18,26.1,2.2,84
2022-11-19,24.4,17.8,88
2022-11-20,24.6,0.0,75
2022-11-21,24.6,0.0,78
2022-11-22,25.5,0.0,77
2022-11-23,25.1,2.6,82
2022-11-24,22.9,25.0,87
2022-11-25,22.7,5.8,91
2022-11-26,23.5,4.0,91
2022-11-27,25.9,1.6,85
2022-11-28,27.1,0.0,83
2022-11-29,27.1,0.7,85
2022-11-30,23.6,25.4,84
2022-12-01,14.1,5.8,76
2022-12-02,13.5,0.6,66
2022-12-03,16.4,0.0,69
2022-12-04,16.9,0.6,76
2022-12-05,16.0,0.9,66
2022-12-06,15.8,0.0,67
2022-12-07,16.2,0.0,70
2022-12-08,17.2,0.0,73
2022-12-09,17.2,0.5,76
2022-12-10,17.4,3.5,80
2022-12-11,17.3,0.0,66
2022-12-12,17.3,0.0,59
2022-12-13,15.6,0.0,62
2022-12-14,16.2,0.0,54
2022-12-15,15.2,0.0,66
2022-12-16,17.4,0.0,68
2022-12-17,16.6,0.0,39
2022-12-18,14.8,0.0,36
2022-12-19,13.0,0.0,53
2022-12-20,14.8,0.0,70
2022-12-21,17.7,0.0,49
2022-12-22,16.8,0.0,60
2022-12-23,18.0,0.0,52
2022-12-24,17.2,0.0,54
2022-12-25,17.2,0.0,69
2022-12-26,17.8,0.3,81
2022-12-27,19.3,0.1,73
2022-12-28,15.2,2.5,72
2022-12-29,13.1,0.1,59
2022-12-30,13.1,0.0,60
2022-12-31,14.6,0.0,62
2023-01-01,15.4,0.0,65
2023-01-02,15.8,0.1,72
2023-01-03,16.1,0.1,68
2023-01-04,18.0,0.0,68
2023-01-05,18.3,0.0,77
2023-01-06,19.1,0.0,61
2023-01-07,17.1,0.5,60
2023-01-08,17.5,0.0,70
2023-01-09,18.8,0.0,77
2023-01-10,18.7,4.9,88
2023-01-11,19.8,0.6,86
2023-01-12,19.4,0.0,87
2023-01-13,22.1,0.0,81
2023-01-14,22.7,0.0,78
2023-01-15,18.1,0.0,63
2023-01-16,12.6,0.0,47
2023-01-17,12.6,0.0,50
2023-01-18,13.2,0.0,48
2023-01-19,14.1,0.0,55
2023-01-20,15.3,0.0,59
2023-01-21,15.8,0.0,74
2023-01-22,16.8,0.0,86
2023-01-23,18.7,2.8,83
2023-01-24,15.5,0.5,45
2023-01-25,13.1,0.0,54
2023-01-26,16.0,0.1,74
2023-01-27,15.2,0.9,54
2023-01-28,13.5,0.0,40
2023-01-29,13.7,0.0,46
2023-01-30,14.1,0.0,59
2023-01-31,15.7,0.0,70
2023-02-01,17.8,0.0,81
2023-02-02,20.6,1.4,87
2023-02-03,19.9,5.5,95
2023-02-04,20.7,2.7,90
2023-02-05,20.3,17.6,93
2023-02-06,20.5,3.4,90
2023-02-07,21.3,3.3,91
2023-02-08,21.6,3.3,91
2023-02-09,21.9,5.4,92
2023-02-10,23.3,1.7,85
2023-02-11,23.7,1.0,87
2023-02-12,24.5,0.2,84
2023-02-13,24.1,1.8,84
2023-02-14,17.3,3.3,65
2023-02-15,16.2,0.7,61
2023-02-16,16.8,0.0,66
2023-02-17,17.6,0.0,76
2023-02-18,19.4,0.1,80
2023-02-19,19.8,3.0,78
2023-02-20,20.2,0.0,64
2023-02-21,20.1,0.0,73
2023-02-22,19.7,0.2,74
2023-02-23,20.2,0.0,75
2023-02-24,19.3,0.9,70
2023-02-25,18.8,0.0,49
2023-02-26,17.2,0.0,54
2023-02-27,17.1,0.0,66
2023-02-28,18.0,0.0,75
2023-03-01,19.4,0.2,80
2023-03-02,21.3,0.0,68
2023-03-03,20.5,0.2,73
2023-03-04,20.2,0.0,70
2023-03-05,20.4,0.0,73
2023-03-06,20.7,0.0,77
2023-03-07,21.4,0.0,74
2023-03-08,21.8,0.0,78
2023-03-09,23.1,0.0,74
2023-03-10,23.1,0.0,73
2023-03-11,22.5,0.2,77
2023-03-12,23.1,4.1,75
2023-03-13,18.4,2.3,59
2023-03-14,20.2,0.0,67
2023-03-15,21.1,0.3,84
2023-03-16,23.3,0.2,77
2023-03-17,23.5,0.4,80
2023-03-18,23.5,0.3,79
2023-03-19,23.7,0.3,79
2023-03-20,24.5,0.7,82
2023-03-21,26.4,0.0,81
2023-03-22,28.4,0.0,72
2023-03-23,28.5,0.0,73
2023-03-24,27.4,1.8,77
2023-03-25,25.1,7.9,85
2023-03-26,20.9,12.1,79
2023-03-27,19.2,2.9,77
2023-03-28,19.0,0.3,77
2023-03-29,20.2,0.2,77
2023-03-30,20.5,1.6,80
2023-03-31,21.9,0.4,83
2023-04-01,22.7,1.4,89
2023-04-02,25.3,1.6,89
2023-04-03,26.5,1.2,83
2023-04-04,27.0,0.1,83
2023-04-05,27.2,0.0,81
2023-04-06,26.4,0.3,77
2023-04-07,23.8,0.0,62
2023-04-08,20.6,2.3,80
2023-04-09,19.8,0.3,80
2023-04-10,21.8,0.9,86
2023-04-11,24.3,1.8,89
2023-04-12,25.4,3.7,88
2023-04-13,25.3,4.0,91
2023-04-14,25.8,3.7,90
2023-04-15,25.7,18.0,85
2023-04-16,25.5,0.0,81
2023-04-17,25.7,0.5,86
2023-04-18,27.5,0.3,86
2023-04-19,28.1,0.0,82
2023-04-20,27.7,0.1,83
2023-04-21,28.0,0.2,83
2023-04-22,28.6,0.0,81
2023-04-23,28.5,0.4,82
2023-04-24,27.1,6.3,86
2023-04-25,22.4,3.4,75
2023-04-26,22.9,0.0,66
2023-04-27,24.2,0.0,78
2023-04-28,26.5,0.8,84
2023-04-29,25.5,7.9,83
2023-04-30,21.6,2.6,77
2023-05-01,23.7,0.0,77
2023-05-02,25.5,0.1,82
2023-05-03,27.2,0.5,83
2023-05-04,28.7,0.1,82
2023-05-05,30.4,0.0,77
2023-05-06,32.3,0.0,70
2023-05-07,30.9,0.0,75
2023-05-08,25.3,6.6,80
2023-05-09,25.1,1.2,81
2023-05-10,26.9,11.9,87
2023-05-11,25.0,34.1,92
2023-05-12,23.7,17.3,73
2023-05-13,22.2,13.7,81
2023-05-14,23.5,0.0,77
2023-05-15,25.6,0.0,81
2023-05-16,28.8,0.0,79
2023-05-17,30.8,0.0,70
2023-05-18,30.9,0.0,66
2023-05-19,30.5,0.0,75
2023-05-20,30.7,0.0,77
2023-05-21,31.6,0.0,74
2023-05-22,32.1,0.0,72
2023-05-23,29.5,15.9,78
2023-05-24,27.7,19.2,86
2023-05-25,27.3,12.3,89
2023-05-26,28.6,4.4,83
2023-05-27,28.7,5.2,82
2023-05-28,28.6,1.1,82
2023-05-29,29.0,0.7,83
2023-05-30,30.1,0.0,78
2023-05-31,30.4,0.0,77
2023-06-01,31.2,0.0,78
2023-06-02,31.9,0.0,74
2023-06-03,29.5,8.5,83
2023-06-04,29.0,10.1,85
2023-06-05,28.8,6.8,84
2023-06-06,27.5,26.4,87
2023-06-07,28.6,10.6,83
2023-06-08,28.8,7.1,85
2023-06-09,28.6,13.0,79
2023-06-10,29.8,0.4,77
2023-06-11,30.6,0.0,77
2023-06-12,29.8,8.6,81
2023-06-13,28.4,19.8,87
2023-06-14,27.9,26.5,85
2023-06-15,28.7,11.2,85
2023-06-16,29.4,11.7,85
2023-06-17,30.3,5.5,80
2023-06-18,28.9,6.8,84
2023-06-19,29.6,0.5,81
2023-06-20,30.1,2.1,81
2023-06-21,30.3,2.2,81
2023-06-22,29.7,2.4,86
2023-06-23,27.7,17.0,88
2023-06-24,26.2,44.3,94
2023-06-25,26.2,38.2,90
2023-06-26,25.6,9.1,93
2023-06-27,27.1,19.3,86
2023-06-28,28.7,2.3,81
2023-06-29,30.0,0.2,79
2023-06-30,31.2,0.1,78
2023-07-01,31.7,0.6,76
2023-07-02,31.2,1.8,76
2023-07-03,30.2,20.9,80
2023-07-04,30.1,14.8,77
2023-07-05,29.6,3.9,82
2023-07-06,31.1,0.1,75
2023-07-07,31.9,0.0,73
2023-07-08,30.9,4.7,78
2023-07-09,30.6,0.1,77
2023-07-10,31.0,0.0,74
2023-07-11,31.4,0.6,73
2023-07-12,31.8,0.1,71
2023-07-13,31.7,0.0,70
2023-07-14,30.9,7.0,77
2023-07-15,29.3,9.8,82
2023-07-16,30.1,1.8,75
2023-07-17,31.6,0.0,65
2023-07-18,28.2,7.2,71
2023-07-19,26.8,6.5,86
2023-07-20,26.6,23.9,91
2023-07-21,28.2,7.6,86
2023-07-22,29.4,1.5,81
2023-07-23,30.1,0.0,77
2023-07-24,30.0,0.3,77
2023-07-25,30.4,0.0,74
2023-07-26,30.9,0.0,74
2023-07-27,31.0,0.3,78
2023-07-28,29.1,17.4,83
2023-07-29,30.1,5.8,80
2023-07-30,28.9,17.8,85
2023-07-31,27.6,25.4,90
2023-08-01,27.9,47.1,90
2023-08-02,27.4,19.8,89
2023-08-03,27.3,26.5,90
2023-08-04,27.2,24.0,91
2023-08-05,27.5,16.8,90
2023-08-06,27.8,1.4,90
2023-08-07,28.2,9.4,85
2023-08-08,27.9,22.9,88
2023-08-09,29.1,4.2,85
2023-08-10,28.7,8.0,89
2023-08-11,27.7,29.7,91
2023-08-12,27.7,16.1,90
2023-08-13,28.1,6.7,88
2023-08-14,28.1,14.4,90
2023-08-15,27.7,22.0,89
2023-08-16,28.6,17.1,86
2023-08-17,30.3,1.7,83
2023-08-18,30.4,3.3,82
2023-08-19,27.3,16.6,91
2023-08-20,26.7,32.3,93
2023-08-21,28.4,12.5,87
2023-08-22,29.2,3.6,84
2023-08-23,28.8,31.0,87
2023-08-24,27.0,27.1,91
2023-08-25,27.5,14.0,89
2023-08-26,28.5,26.5,89
2023-08-27,29.8,2.4,83
2023-08-28,27.9,4.7,83
2023-08-29,28.1,0.0,77
2023-08-30,27.9,0.0,70
2023-08-31,28.2,0.0,69
2023-09-01,28.6,0.3,72
2023-09-02,29.6,0.0,71
2023-09-03,26.5,0.7,78
2023-09-04,26.3,1.7,81
2023-09-05,28.2,0.2,79
2023-09-06,29.0,2.7,82
2023-09-07,29.9,0.5,79
2023-09-08,28.4,5.1,84
2023-09-09,27.7,5.4,88
2023-09-10,27.6,9.7,89
2023-09-11,27.6,11.9,90
2023-09-12,27.4,23.8,91
2023-09-13,26.0,24.7,89
2023-09-14,24.3,26.7,91
2023-09-15,25.1,11.8,87
2023-09-16,26.0,12.9,88
2023-09-17,26.3,19.9,90
2023-09-18,27.2,3.2,88
2023-09-19,27.9,0.4,86
2023-09-20,28.4,1.6,85
2023-09-21,28.7,0.7,85
2023-09-22,28.7,0.0,84
2023-09-23,28.7,0.0,82
2023-09-24,27.7,2.8,87
2023-09-25,27.2,9.7,87
2023-09-26,25.6,40.3,91
2023-09-27,25.3,43.3,93
2023-09-28,25.1,39.9,94
2023-09-29,26.5,6.6,90
2023-09-30,27.5,6.7,86
2023-10-01,28.3,0.0,81
2023-10-02,27.9,0.1,82
2023-10-03,28.0,0.1,81
2023-10-04,28.8,0.0,80
2023-10-05,29.1,0.0,80
2023-10-06,28.5,13.5,84
2023-10-07,25.9,18.8,83
2023-10-08,25.6,0.0,66
2023-10-09,25.7,0.0,64
2023-10-10,25.4,0.4,66
2023-10-11,25.1,0.0,67
2023-10-12,24.3,0.2,78
2023-10-13,25.3,0.3,77
2023-10-14,25.5,0.1,73
2023-10-15,24.6,0.0,68
2023-10-16,25.4,0.0,69
2023-10-17,26.1,0.0,70
2023-10-18,26.6,0.0,73
2023-10-19,27.1,0.0,76
2023-10-20,27.1,0.0,60
2023-10-21,24.5,0.0,51
2023-10-22,23.8,0.0,66
2023-10-23,24.5,0.0,76
2023-10-24,25.7,0.0,78
2023-10-25,26.9,0.0,73
2023-10-26,27.1,0.0,71
2023-10-27,27.0,0.1,74
2023-10-28,26.0,11.3,82
2023-10-29,24.1,9.7,85
2023-10-30,24.6,0.0,71
2023-10-31,24.6,0.0,72
2023-11-01,24.4,0.0,77
2023-11-02,24.6,0.0,79
2023-11-03,26.0,0.1,81
2023-11-04,26.4,1.3,85
2023-11-05,27.2,0.4,82
2023-11-06,25.6,6.7,85
2023-11-07,24.1,0.2,78
2023-11-08,25.4,0.0,81
2023-11-09,26.7,0.1,83
2023-11-10,27.3,0.2,83
2023-11-11,27.1,0.3,85
2023-11-12,24.7,11.6,89
2023-11-13,16.7,15.5,81
2023-11-14,17.9,0.0,70
2023-11-15,19.8,0.0,76
2023-11-16,19.8,1.1,62
2023-11-17,18.9,0.0,57
2023-11-18,18.6,0.0,61
2023-11-19,19.1,0.0,66
2023-11-20,19.2,0.0,74
2023-11-21,19.7,0.0,77
2023-11-22,20.4,0.2,83
2023-11-23,22.2,0.0,81
2023-11-24,23.1,0.5,78
2023-11-25,22.7,0.0,78
2023-11-26,22.5,0.0,78
2023-11-27,22.8,0.1,76
2023-11-28,21.8,0.0,75
2023-11-29,22.4,0.0,80
2023-11-30,23.4,0.5,80
2023-12-01,19.9,1.3,72
2023-12-02,18.5,0.6,69
2023-12-03,19.0,0.4,76
2023-12-04,19.2,0.0,73
2023-12-05,20.4,0.0,77
2023-12-06,20.2,3.7,79
2023-12-07,19.7,0.0,65
2023-12-08,20.7,0.0,72
2023-12-09,22.8,0.0,82
2023-12-10,24.4,1.0,88
2023-12-11,25.0,2.4,88
2023-12-12,24.7,0.1,86
2023-12-13,23.6,0.5,83
2023-12-14,24.2,1.0,85
2023-12-15,25.1,0.5,83
2023-12-16,18.7,5.9,67
2023-12-17,12.9,0.6,64
2023-12-18,14.8,0.1,66
2023-12-19,13.8,0.5,65
2023-12-20,14.1,0.0,54
2023-12-21,13.7,0.0,46
2023-12-22,11.9,0.0,44
2023-12-23,12.7,0.0,46
2023-12-24,14.0,0.0,45
2023-12-25,14.1,0.0,46
2023-12-26,15.0,0.0,63
2023-12-27,16.8,0.0,75
2023-12-28,18.4,0.0,77
2023-12-29,20.4,0.0,76
2023-12-30,21.1,1.2,80
2023-12-31,21.8,0.5,79
